UID,survey_id,prompt_number,prompt_id,prompt,response,clauses_text_final,voice,idx,abstraction_score,abstraction_score_normalized
1907.23,1907,23,23,I am,yes.,['yes'],['Undefined'],98,[0.11],[0.44]
1907.28,1907,28,71,When developing strategies&hellip;,whatever right they wish to have.,['they wish right to have'],['P_bevb_x'],99,[0.14],[0.56]
1909.25,1909,25,25,My main problem is,"integrating emptiness with everyday life, finding meaning in meaningless given the meaningless in meaning making.","['integrating emptiness with everyday life', 'finding meaning in meaningless', 'given the meaningless in meaning making']","['A_def', 'A_def', 'A_def']",100,"[0.14, 0.14, 0.14]","[0.56, 0.56, 0.56]"
1938.12,1938,12,12,A good boss,"brings out the best in his or her employees, \&quot;empowering\&quot; them to use and grow their skills, is emotionally healthy, sets the example he or she wishes for from the employees, cares about the lives of those who he or she works with, is self reflective and is always looking at self improvement, doesn\&#039;t take himself or herself too seriously..... and more.","['brings out the best in his or her employees', 'empowering them to use and', 'grow their skills', 'is emotionally healthy sets', 'he or she wishes for from the employees', 'cares about the lives of those', 'he or she works who with', 'the example is self reflective and', 'is always looking at self improvement doesn t', 'take himself or herself too seriously and more']","['A_pron_x', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def']",101,"[0.14, 0.14, 0.14, 0.14, 0.14, 0.25, 0.14, 0.25, 0.14, 0.14]","[0.56, 0.56, 0.56, 0.56, 0.56, 1.0, 0.56, 1.0, 0.56, 0.56]"
1950.28,1950,28,71,When developing strategies&hellip;,"speak his or her feelings, develop his/her strengths and interests, and become the person he/she believes is his/her best self","['his or her feelings', 'develop his her strengths and interests and', 'become the person', 'she believes', 'he is his her best self']","['Undefined', 'A_pron_x', 'A_def', 'A_def', 'A_pron_x']",102,"[0.14, 0.14, 0.25, 0.14, 0.14]","[0.56, 0.56, 1.0, 0.56, 0.56]"
1951.02,1951,2,2,When I am criticized,$% Meh &#x29;&#x28;*^ Bah IO} Ouch @#$ HA! #*$H FUCK! 3hf SMILE aad9&#x29;&amp;@^ EN-rApture 0-df HoW Dare She/He/I judge-split-differentiate-Self-Other-Awe-hA it keeps happening again and again no matter what I do-be-come,"['Dare', 'I judge', 'He split', 'differentiate Self', 'it keeps happening again and again no matter', 'what I do', 'be come']","['A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x']",103,"[0.12, 0.22, 0.14, 0.2, 0.14, 0.22, 0.25]","[0.48, 0.88, 0.56, 0.8, 0.56, 0.88, 1.0]"
1953.16,1953,16,16,I feel sorry,for those who are suffering because they don\&#039;t have sufficient perspective to understand their situation from a higher perspective.,"['for those', 'who are suffering', 'because they don t have sufficient perspective', 'to understand their situation from a higher perspective']","['Undefined', 'P_bevb_x', 'P_bevb_x', 'A_pron_x']",104,"[0.14, 0.14, 0.25, 0.25]","[0.56, 0.56, 1.0, 1.0]"
1961.04,1961,4,37,"These days, work",Is satisfying and on the brink of some big changes.,['satisfying and on the brink of some big changes'],['P_get_x'],105,[0.25],[1.0]
1963.03,1963,3,3,Change is,good.,['good'],['Undefined'],106,[0.12],[0.48]
1964.29,1964,29,29,If my mother,"was alive, I would love to talk with her, share more with her, not be scared of her criticism and rejection.  I would love to get to a warm loving respectful space with her.","['was alive', 'I would love to talk with her share more with her', 'not be scared of her criticism and rejection', 'I would love to get to a warm loving respectful space with her']","['P_bevb_x', 'A_pron_x', 'A_pron_x', 'P_bevb_x']",107,"[0.11, 0.22, 0.25, 0.25]","[0.44, 0.88, 1.0, 1.0]"
1965.1,1965,10,10,When people are helpless,"they either do not have, or have temporarily lost the truth of the vastness of wisdom and agency available to them, even if this means that there is much sacrifice involved.","['they either do not have or', 'have temporarily lost the truth of the vastness of wisdom and agency available to them', 'even if this means', 'that there is much sacrifice involved']","['P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x']",108,"[0.14, 0.25, 0.14, 0.25]","[0.56, 1.0, 0.56, 1.0]"
1968.34,1968,34,47,Technology,\&#039;s usefulness depends entirely on how it is used.,"['s usefulness depends entirely on', 'how it is used']","['A_def', 'P_bevb_x']",109,"[0.14, 0.14]","[0.56, 0.56]"
1974.1,1974,10,10,When people are helpless,"I get angry -- at them, at systemic injustice, at the scale of challenges facing society. 
Seeing people at their worst is bewildering and frightening.","['I get angry at them at systemic injustice at the scale of challenges', 'facing society', 'people at their worst is', 'bewildering and frightening']","['P_get_x', 'A_def', 'A_pron_x', 'P_get_x']",110,"[0.25, 0.25, 0.14, 0.14]","[1.0, 1.0, 0.56, 0.56]"
1975.32,1975,32,32,If I can\'t get what I want,I try to work out another way of getting what I want,"['want', 'I try to work out another way of', 'what I want']","['A_def', 'A_def', 'A_def']",111,"[0.14, 0.22, 0.22]","[0.56, 0.88, 0.88]"
1982.03,1982,3,3,Change is,"constant -- as in every millisecond of the day and very welcome in my world.  The term \&quot;Change Management\&quot; always amuses me as it seems to be an oxymoron, similar to the notion of \&quot;Gravity Management.\&quot;  The molecules of physical living matter are constantly in change, and the plays we find ourselves starring in seem to be constantly shifting among tragedies, comedies, philosophical renditions, and high spiritual stagework.  My mind is a cacophony of changing opinions, changing beliefs, and changing perspectives and I witness its various voices going in and out of consciousness.  My body changes its chemistry, composition, shape and health by the second.  My relationships change as I continuously get to know my friends, my partners, my children and family deeper and deeper.  And yet, there is a constant of universal energy that I, and many, label as \&quot;God\&quot; -- or \&quot;Universal Energy\&quot; or many other labels.  This energy seems to be ever present, not susceptible to the thermodynamics of energy conversation that the rest of us are.  It is an energy that seems to have unchanging wisdom and love.  To have this energy flowing constantly as a given underneath all of that change gives me a deep abiding trust in the life I have found myself in.","['constant as in every millisecond of the day and very welcome in my world', 'The term Change Management always amuses me', 'as it seems to be an oxymoron similar to the notion of Gravity Management', 'The molecules of physical living matter are constantly in change and the plays seem to be constantly shifting among tragedies comedies philosophical renditions and high spiritual stagework', 'we find', 'ourselves starring in', 'My mind is a cacophony of changing opinions and', 'changing beliefs and', 'changing perspectives', 'I witness', 'its various voices going in and out of consciousness', 'My body changes its chemistry composition shape and health by the second', 'My relationships change', 'as I continuously get to know my friends my partners', 'And yet there is a constant of universal energy that I and many label as God or Universal Energy or many other labels', 'This energy seems to be ever present not susceptible to the thermodynamics of energy conversation', 'that the rest of us are', 'It is an energy', 'that seems to have unchanging wisdom and love To have', 'this energy flowing constantly as', 'a given underneath all of that change', 'gives me a trust in the life', 'deep abiding', 'I have found myself in']","['Undefined', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'A_pron_x', 'A_pron_x', 'A_pron_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",112,"[0.25, 0.25, 0.14, 0.25, 0.14, 0.14, 0.25, 0.25, 0.25, 0.22, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.14, 0.22, 0.25, 0.25, 0.25, 0.14, 0.14, 0.22]","[1.0, 1.0, 0.56, 1.0, 0.56, 0.56, 1.0, 1.0, 1.0, 0.88, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.56, 0.88, 1.0, 1.0, 1.0, 0.56, 0.56, 0.88]"
1982.13,1982,13,40,We could make the world a better place if,"we started from within and worked on the notion of forgiveness -- first forgiveness of ourselves and all of the so-called sins we have committed in our lives &#x28;which are not sins but mistakes&#x29;, and then forgiveness of the people who have seemed to hurt us but may have actually given us great gifts instead, and then the forgiveness of people we don\&#039;t know who seem to be causing destruction to lives and to the planet.  If we could all learn this act of forgiveness as a moment-by-moment practice of awareness and belief that we are essentially \&quot;God\&quot; behind all of the egoic shadows, we would very much enjoy a better world.","['we started from within and', 'worked on the notion of forgiveness first forgiveness of ourselves and all of the sins', 'so called', 'we have committed in our lives', 'which are not sins but mistakes and then forgiveness of the people', 'who have seemed to hurt us but', 'may have actually given us great gifts instead and then the forgiveness of people', 'we don', 't know', 'who seem to be causing destruction to lives and to the planet', 'If we could all learn this act of forgiveness as a moment by moment practice of awareness and belief', 'that we are essentially God behind all of the egoic shadows', 'we would very much enjoy a better world']","['A_def', 'A_def', 'A_def', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",113,"[0.14, 0.14, 0.25, 0.25, 0.25, 0.14, 0.25, 0.14, 0.14, 0.25, 0.25, 0.25, 0.25]","[0.56, 0.56, 1.0, 1.0, 1.0, 0.56, 1.0, 0.56, 0.56, 1.0, 1.0, 1.0, 1.0]"
1984.12,1984,12,12,A good boss,"is mature enough to set a clear strategic intent and direction, share his leadership, create the conditions where people can contribute their unique gifts and passions, co-create a shared future and dynamically steer - deeply listening to the inner and outer worlds, and respond with love and compassion to conflict or challenges; however there are so many different expressions of good in so many different situations, a good boss needs a strong inner compass that is attuned to a deeper universal intelligence to serve.","['is mature enough to set a clear strategic intent and direction', 'share', 'his leadership create the conditions', 'where people can contribute their unique gifts and passions', 'co create a shared future and', 'dynamically steer deeply listening to the inner and outer worlds and', 'respond with love and compassion to conflict or challenges', 'however there are so many different expressions of good in so many different situations', 'a good boss needs a strong inner compass', 'that is attuned to a deeper universal intelligence', 'to serve']","['P_bevb_x', 'A_def', 'A_pron_x', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def']",114,"[0.25, 0.14, 0.25, 0.25, 0.25, 0.25, 0.25, 0.14, 0.25, 0.25, 0.12]","[1.0, 0.56, 1.0, 1.0, 1.0, 1.0, 1.0, 0.56, 1.0, 1.0, 0.48]"
1987.04,1987,4,37,"These days, work",is a Devine expression of the universe moving through me.  I am a vessel of that expression working thru me.,"['a Devine expression of the universe', 'moving through me', 'I am a vessel of that expression', 'working thru me']","['Undefined', 'A_def', 'P_bevb_x', 'A_def']",115,"[0.14, 0.14, 0.22, 0.14]","[0.56, 0.56, 0.88, 0.56]"
1989.2,1989,20,44,Business and society,"Are inter-connected and part of the bigger world - they are made up of individual human beings and as such, display all the multi-faceted qualities of human beings, but they take on collective shapes based on the systems that are created within them.","['Are as such display all the multi faceted qualities of human beings but', 'inter connected and part of the bigger world', 'they are made up of individual human beings and', 'they take on collective shapes', 'based on the systems', 'that are created within them']","['P_bevb_x', 'P_get_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x']",116,"[0.25, 0.25, 0.14, 0.25, 0.14, 0.25]","[1.0, 1.0, 0.56, 1.0, 0.56, 1.0]"
1993.23,1993,23,23,I am,is the only statement worth exploring and knowing.,['is the only statement worth exploring and knowing'],['P_bevb_x'],117,[0.14],[0.56]
1996.22,1996,22,43,At times I worry about,"how differently I see and process things from many of the people I encounter, and whether I am wisely acting and interacting.","['how differently I see and and', 'process things from many of the people', 'I encounter', 'whether I am wisely acting and interacting']","['A_def', 'A_def', 'A_def', 'P_bevb_x']",118,"[0.22, 0.25, 0.25, 0.25]","[0.88, 1.0, 1.0, 1.0]"
1997.21,1997,21,21,I just can\'t stand people who,judge and complain.,['who judge and complain'],['A_def'],119,[0.25],[1.0]
2001.03,2001,3,3,Change is,"...happening each day on the one side: kids grow, you realise you get older and remember less, circumstances of living are different today, then yesterday. So you need to \&quot;change\&quot; your plan of today, you need to be open and flexibel and adopt to it, for example. Changes of behaviour or values demand go much depper and need to be reflected first. It can enter in new developments, but it is difficult to achieve this - personal as well as from the perspective of a society.","['happening each day on the one side kids', 'grow', 'you realise and', 'you get older', 'remember yesterday', 'less circumstances of living are different today then', 'So you need to change your plan of today', 'you need to be open and flexibel and', 'adopt to it for example', 'Changes of behaviour or values demand', 'go much depper and', 'need to be reflected first', 'It can enter in new developments but', 'it is difficult to achieve this personal as well as from the perspective of a society']","['A_def', 'A_def', 'A_def', 'P_get_x', 'A_def', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x']",120,"[0.25, 0.12, 0.14, 0.12, 0.12, 0.25, 0.25, 0.14, 0.12, 0.25, 0.25, 0.25, 0.25, 0.25]","[1.0, 0.48, 0.56, 0.48, 0.48, 1.0, 1.0, 0.56, 0.48, 1.0, 1.0, 1.0, 1.0, 1.0]"
2003.33,2003,33,33,When I am nervous,I sleep,['I sleep'],['A_def'],121,[0.22],[0.88]
2007.07,2007,7,38,My co-workers and I,"always love to come up with new ideas and test new idea with open mind. we care each other and love to working for excellence. some times the conflict arise between us, but it doesn\&#039;t stay long.","['love to come up with new ideas and', 'test new idea with open mind', 'we care each other and', 'love to', 'working for excellence some times', 'the conflict arise between us', 'but it doesn', 't stay long']","['A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def']",122,"[0.25, 0.14, 0.25, 0.11, 0.25, 0.25, 0.14, 0.14]","[1.0, 0.56, 1.0, 0.44, 1.0, 1.0, 0.56, 0.56]"
2017.02,2017,2,2,When I am criticized,"I know there is something I must have missed, something I haven\&#039;t noticed or a dynamic at work that is causing the person criticizing me to see in me a gap of some sort.  And while that gap may or may not be there in reality, it is in that person\&#039;s mind. This provides me the opportunity to explore that person\&#039;s mind or world view. I would like that exploration to result in growth for us both or at least to enhance our relationship.","['I know', 'there is something', 'I must have missed something or a dynamic at work', 'I haven t noticed', 'that is causing', 'the person criticizing me', 'to see in me a gap of some sort', 'while that gap may or', 'may not be there in reality', 'And it is in that person s mind', 'This provides me the opportunity', 'to explore that person s mind or world view', 'I would like that exploration', 'to result in growth for us both or', 'at least to enhance our relationship']","['A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_def', 'A_pron_x']",123,"[0.22, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.22, 0.14, 0.25]","[0.88, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.88, 0.56, 1.0]"
2019.06,2019,6,6,The thing I like about myself is,"I Am Eternal and benevolent and full of splendor which glimmers through the apparent manifestations of my outward decor with its myriads of self-awakenings and self-forgetfullnesses; I am beyond time and space and I am time and space and I am in oneness with temporal and spacious beings and I am compassionately embracing my smaller self, singing it my greatest song of lullaby which makes all life lucid and translucent and enormously glorious, like a thunder that comes out of nowhere and takes you with it into the mysterious horizons of what-is-going-to-emerge-right-now-and-in-aeons-to-come.","['I Am Eternal and benevolent and full of splendor', 'which glimmers through the apparent manifestations of my outward decor with its myriads of self awakenings and self forgetfullnesses', 'I am beyond time and space and', 'I am time and space', 'and I am in oneness with temporal and spacious beings and', 'I am compassionately embracing my greatest song of lullaby', 'my smaller self singing it', 'which makes all life lucid and translucent and enormously glorious like a thunder', 'that comes out of nowhere and', 'takes you with it into the mysterious horizons of', 'what is going to emerge right now and in aeons', 'to come']","['P_bevb_x', 'A_pron_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def']",124,"[0.22, 0.25, 0.25, 0.25, 0.25, 0.25, 0.14, 0.25, 0.25, 0.14, 0.14, 0.25]","[0.88, 1.0, 1.0, 1.0, 1.0, 1.0, 0.56, 1.0, 1.0, 0.56, 0.56, 1.0]"
2019.12,2019,12,12,A good boss,"triggers no response in me at the moment, albeit I am in the process of being-and-becoming a good boss and a good leader and a good follower, the one who serves the process of cultivating and raising Goodness and Truth and Beauty everywhere the hand of Midas touches the surface of the world.","['triggers no response in me at the moment', 'albeit I am in the process of', 'being and', 'becoming a good boss and a good leader and a good follower the one', 'who serves the process of everywhere', 'cultivating and', 'raising Goodness and Truth and Beauty', 'the hand of Midas touches the surface of the world']","['A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def']",125,"[0.14, 0.25, 0.14, 0.25, 0.25, 0.25, 0.14, 0.25]","[0.56, 1.0, 0.56, 1.0, 1.0, 1.0, 0.56, 1.0]"
2020.13,2020,13,40,We could make the world a better place if,"If we are happy for people when successful.  If we stand together to fight poverty and help needy family.  To send children to school who cannot afford. Create peace, tolerate  and respect religion, race, or class. Be tolerant!","['If we are happy for people when successful', 'If we stand together', 'to fight poverty and', 'help needy family To send children to school', 'who can not afford Create', 'peace tolerate and', 'respect religion race or class', 'Be tolerant']","['P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x']",126,"[0.25, 0.22, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14]","[1.0, 0.88, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56]"
2025.22,2025,22,43,At times I worry about,I did not take fast action.,['I did not take fast action'],['P_bevb_x'],127,[0.25],[1.0]
2027.23,2027,23,23,I am,great!,['great'],['Undefined'],128,[0.12],[0.48]
2034.24,2034,24,24,If I had more money,"If I had more money, I would travel more.","['If I had more money', 'I would travel more']","['A_def', 'P_bevb_x']",129,"[0.22, 0.22]","[0.88, 0.88]"
2035.33,2035,33,33,When I am nervous,i bite my nails.,['i bite my nails'],['A_pron_x'],130,[0.14],[0.56]
2041.11,2041,11,39,What I like to do best is,"To Train, give the direction and give support for the people or for those who are working or living with me what ever I can.","['To Train give the direction and', 'To Train give the direction and', 'give support for the people or for those', 'who are working or', 'living with me', 'what ever I can']","['A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x']",131,"[0.25, 0.25, 0.14, 0.14, 0.14, 0.25]","[1.0, 1.0, 0.56, 0.56, 0.56, 1.0]"
2045.06,2045,6,6,The thing I like about myself is,"I am adaptable and loving. I see people, nature, the Universe as a whole and I have inherited good values and I try to live by them","['I am adaptable and', 'I see', 'people nature the Universe as a whole', 'and I have inherited good values', 'and I try to live by them']","['P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def']",132,"[0.22, 0.22, 0.14, 0.22, 0.22]","[0.88, 0.88, 0.56, 0.88, 0.88]"
2046.1,2046,10,10,When people are helpless,I am inspired to reach out and be of service.,"['I am inspired to reach out and', 'be of service']","['P_bevb_x', 'P_bevb_x']",133,"[0.25, 0.25]","[1.0, 1.0]"
2047.25,2047,25,25,My main problem is,I get excited and don\&#039;t think things through. I rely on short term stimulus and then have to work out how i will really make something happen. I get angry at myself and blame it on theories closest to me.,"['excited and', 'I get', 'don t think things through', 'I rely on short term stimulus and', 'then have to work out', 'how i will really make', 'something happen', 'I get angry at myself and', 'blame it on theories closest to me']","['Undefined', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_get_x', 'A_def']",134,"[0.25, 0.22, 0.14, 0.22, 0.14, 0.14, 0.14, 0.22, 0.25]","[1.0, 0.88, 0.56, 0.88, 0.56, 0.56, 0.56, 0.88, 1.0]"
2049.13,2049,13,40,We could make the world a better place if,"more people were considerate of the planet, their decisions and actions.",['more people were considerate of the planet their decisions and actions'],['A_pron_x'],135,[0.25],[1.0]
2049.33,2049,33,33,When I am nervous,I feel my body respond.,"['I feel', 'my body respond']","['A_def', 'A_pron_x']",136,"[0.22, 0.14]","[0.88, 0.56]"
2051.29,2051,29,29,If my mother,"was to be her true, authentic self, I think she would be happier in many respects and sad in some others.","['was to be her true authentic self', 'I think', 'she would be happier in many respects and sad in some others']","['A_pron_x', 'A_def', 'P_bevb_x']",137,"[0.25, 0.22, 0.25]","[1.0, 0.88, 1.0]"
2052.05,2052,5,5,Being with other people,Gives me so many ways to practice and evolve but is often still tiring for me,"['Gives me so many ways', 'to practice and', 'evolve but', 'is often still tiring for me']","['A_def', 'A_def', 'A_def', 'P_bevb_x']",138,"[0.14, 0.25, 0.12, 0.14]","[0.56, 1.0, 0.48, 0.56]"
2057.25,2057,25,25,My main problem is,me.,['me'],['Undefined'],139,[0.11],[0.44]
2058.1,2058,10,10,When people are helpless,"I feel for them. Many times I have seen myself in them, which has led me to feel judgemental some times, and compassionate other times.","['I feel for them', 'Many times I have seen myself in them', 'which has led me to feel judgemental some times and compassionate other times']","['A_def', 'P_bevb_x', 'P_bevb_x']",140,"[0.22, 0.22, 0.25]","[0.88, 0.88, 1.0]"
2063.07,2063,7,51,My friends and I,"have a very close relationship. Although I may seem quite independent at times since I enjoy spending a lot of time on my one &#x28;going to yoga class, reading and learning from books, meditating, dancing, playing sports, going for a run, writing...&#x29;, I treasure my relationship with my friends. I specially like sharing deep thoughts and feelings with a couple of friends who like to go \&quot;deeper\&quot; into a few topics like I do and I really enjoy talking about life purpose, appreciation, values, life choices... with them. However, I also enjoy sharing time and simply having fun with all my friends, regardless of what they think or do.","['have a very close relationship', 'Although I may seem quite independent at times', 'since I enjoy spending a lot of time on my one', 'going to yoga class reading and', 'learning from books', 'meditating dancing playing sports', 'going for a run writing', 'I treasure my relationship with my friends', 'I specially like', 'sharing deep thoughts and feelings with a couple of friends', 'who like to go deeper into a few topics', 'like I do', 'and I really enjoy talking about life purpose appreciation values life choices with them', 'However I also enjoy sharing time and', 'simply having fun with all my friends regardless of', 'what they think or do']","['P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'P_bevb_x']",141,"[0.25, 0.22, 0.25, 0.25, 0.14, 0.25, 0.14, 0.22, 0.25, 0.25, 0.25, 0.22, 0.25, 0.22, 0.14, 0.14]","[1.0, 0.88, 1.0, 1.0, 0.56, 1.0, 0.56, 0.88, 1.0, 1.0, 1.0, 0.88, 1.0, 0.88, 0.56, 0.56]"
2064.17,2064,17,17,When they avoided me,"in selecting teams, I felt hurt.  I never liked kids taking it in turn to pick kids for their team as on a few occasions I was picked last.  I told my dad &#x28;the coach&#x29; not to select teams like that as it can make the last kid feel really bad.  He took my advice.","['in hurt', 'selecting teams', 'I felt', 'I never liked kids as on a few occasions', 'taking it in turn', 'to pick kids for their team', 'I was picked last', 'I told my dad the coach not to select teams like that', 'as it can make', 'the last kid feel really bad', 'He took my advice']","['A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'A_pron_x', 'P_bevb_x', 'A_pron_x', 'P_bevb_x', 'P_get_x', 'A_pron_x']",142,"[0.14, 0.25, 0.22, 0.25, 0.14, 0.25, 0.25, 0.25, 0.25, 0.14, 0.25]","[0.56, 1.0, 0.88, 1.0, 0.56, 1.0, 1.0, 1.0, 1.0, 0.56, 1.0]"
2087.02,2087,2,2,When I am criticized,"a process of defense, consideration, values, perspective, and response occurs - sometimes it takes 500 milliseconds and sometimes it takes a little longer. The process can be cyclical.","['a process of defense consideration values perspective and response', 'occurs sometimes', 'it takes 500 milliseconds and', 'sometimes it takes a little longer', 'The process can be cyclical']","['Undefined', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",143,"[0.25, 0.25, 0.25, 0.14, 0.25]","[1.0, 1.0, 1.0, 0.56, 1.0]"
2092.1,2092,10,10,When people are helpless,I want to help.,['I want to help'],['A_def'],144,[0.22],[0.88]
2102.15,2102,15,41,Privacy,is both illusion and actual.,['is both illusion and actual'],['P_bevb_x'],145,[0.25],[1.0]
2102.25,2102,25,25,My main problem is,only a main problem if I think it is.,"['only a main problem', 'if I think', 'it is']","['Undefined', 'A_def', 'P_bevb_x']",146,"[0.14, 0.22, 0]","[0.56, 0.88, 0.0]"
2113.23,2113,23,23,I am,"subject becoming object, ad infinitum, until there is simply all-that-is unfolding.","['subject', 'becoming object ad infinitum', 'until there is simply all', 'that is unfolding']","['Undefined', 'A_def', 'P_bevb_x', 'P_bevb_x']",147,"[0.25, 0.25, 0.14, 0.14]","[1.0, 1.0, 0.56, 0.56]"
2128.11,2128,11,39,What I like to do best is,share physical activities with others and feel the energy that pulses from each person.,"['share physical activities with others and', 'feel the energy', 'that pulses from each person']","['Undefined', 'A_def', 'A_def']",148,"[0.25, 0.14, 0.25]","[1.0, 0.56, 1.0]"
2128.27,2128,27,45,People who step out of line,are sometimes judged unfairly by others because they reveal the artificiality of what is \&quot;expected.\&quot;,"['are sometimes judged unfairly by others', 'because they reveal the artificiality of', 'what is expected']","['P_bevb_x', 'A_def', 'P_bevb_x']",149,"[0.14, 0.25, 0.25]","[0.56, 1.0, 1.0]"
2136.2,2136,20,44,Business and society,is in a transition point right now and could be so much more in service to the global good. ,"['is in a transition point right now and', 'could be so much more in service to the global good']","['P_bevb_x', 'P_bevb_x']",150,"[0.14, 0.25]","[0.56, 1.0]"
2137.35,2137,35,35,My conscience bothers me if,I speak poorly of others.,['I speak poorly of others'],['A_def'],151,[0.22],[0.88]
2144.17,2144,17,17,When they avoided me,"I kept going, maybe giving it a quick thought as to \&quot;why?\&quot;, but generally thinking or expecting that if they WERE avoiding me, it would soon become clear, either by their consistent avoiding behavior or by me going to ask them about their behavior.","['I kept going maybe giving it a quick thought as to why but', 'generally thinking or', 'if they WERE avoiding me', 'that it would soon become clear either by their consistent avoiding behavior or by me', 'going to ask them about their behavior']","['A_def', 'A_def', 'P_bevb_x', 'A_pron_x', 'A_pron_x']",152,"[0.25, 0.14, 0.14, 0.25, 0.14]","[1.0, 0.56, 0.56, 1.0, 0.56]"
2155.35,2155,35,35,My conscience bothers me if,I\'m mean to someone.,['I m mean to someone'],['A_def'],153,[0.22],[0.88]
2157.17,2157,17,17,When they avoided me,hmmm... I\&#039;m stumped. I have no idea how to respond to this... Although there is a sense of relief...,"['I have no idea', 'how to respond to this', 'Although there is a sense of relief']","['P_bevb_x', 'A_def', 'P_bevb_x']",154,"[0.22, 0.14, 0.14]","[0.88, 0.56, 0.56]"
2158.06,2158,6,6,The thing I like about myself is,"that I am continually learning new things about life, growing spiritually, and sharing what I am experiencing with others who are on a similar journey. What a great honor it is to live this life in ever evolving awareness.","['that I am continually learning new things about life growing spiritually and', 'what I am experiencing with others', 'who are on a similar journey', 'What a great honor it is to live this life in', 'ever evolving awareness']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def']",155,"[0.25, 0.25, 0.14, 0.14, 0.14]","[1.0, 1.0, 0.56, 0.56, 0.56]"
2160.25,2160,25,25,My main problem is,"trying to \&#039;wrestle with the angel\&#039;.  The Vision is so Vast, there is no way that my human mind can \&#039;wrap itself around it\&#039;.  It doesn\&#039;t know how.  Interestingly, my virtual assistant, Melanie Davis, whom I\&#039;ve never met \&#039;face to face\&#039;, brought to my awareness the Mission of Called By Love Institute when she said that the two people who are part of our core team working on building the new website seem to be doing it!  The Mission calls it \&#039;Harnessing the Power of Love…\&#039;","['trying to wrestle with the angel', 'The Vision is so Vast', 'there is no way', 'that my human mind can wrap itself around it', 'It doesn t know how Interestingly my virtual assistant Melanie Davis', 'I ve never met face whom to face', 'brought to my awareness the Mission of', 'Called By Love Institute', 'when she said', 'who are part of our core team', 'working on', 'building the new website', 'that the two people seem to be doing it', 'The Mission calls it Harnessing the Power of Love']","['A_def', 'P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_pron_x', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'A_def', 'P_bevb_x', 'A_def']",156,"[0.14, 0.14, 0.14, 0.25, 0.22, 0.25, 0.14, 0.25, 0.14, 0.25, 0.14, 0.14, 0.14, 0.25]","[0.56, 0.56, 0.56, 1.0, 0.88, 1.0, 0.56, 1.0, 0.56, 1.0, 0.56, 0.56, 0.56, 1.0]"
